material_id,material_name,formula,crystal_structure,bandgap_energy_eV,is_direct_bandgap,conductivity_S_cm,mobility_cm2_Vs,carrier_concentration_cm3,thermal_conductivity_W_mK,breakdown_field_MV_cm,absorption_coefficient_cm1,refractive_index,max_operating_temp_C,thermal_stability,potential_applications
RAND-1660,PicoTedex,ZnSi2Cd3,Cubic,4.698,True,6737.47,4644.58,8.43e+21,98.68,1.796,3.38e+03,3.88,1106.8,Very High,"High Power Electronics, Transistors"
RAND-1661,FlexAlflux,Te1,Triclinic,3.193,True,20.79,2483.96,1.16e+18,142.43,5.535,1.97e+04,1.67,376.0,Medium,General semiconductor applications
HYB-CdS-SiC-1662,Hybrid Cadmium Sulfide-Silicon Carbide,CdS-SiC,Cubic (3C),2.967,False,329.06,377.25,6.65e+15,308.65,1.63,2.07e+04,2.82,1149.4,Very High,High Power Electronics
HYB-Cu2O-GaN-1663,Hybrid Copper(I) Oxide-Gallium Nitride,Cu2O-GaN,Wurtzite,2.768,True,658.63,896.5,7.18e+20,258.45,1.428,1.17e+04,2.52,708.3,High,"LEDs, High Power Electronics, Transistors"
MOD-AlGaAs-1664,Aluminium Gallium Arsenide,AlGaAs,Zincblende,2.376,False,3615.34,2909.67,3.46e+21,135.15,0.988,3.30e+03,2.97,427.3,Medium,Transistors
MOD-Graphene-1665,Advanced Graphene (lightly doped),C,Hexagonal,0.0,False,4169.9,2302.52,1.44e+20,2.76,0.0,4.03e+05,3.76,1129.4,Very High,Transistors
HYB-SiC-MoS2-1666,Hybrid Silicon Carbide-Molybdenum Disulfide,SiC-MoS2,Hexagonal,2.666,True,378.01,513.16,2.38e+16,252.71,1.148,5.91e+04,4.23,984.2,Very High,"LEDs, High Power Electronics, Photodetectors"
MOD-CdTe-1667,Cadmium Telluride,CdTe,Zincblende,1.83,True,1105.83,1035.69,6.82e+20,442.68,0.504,3.19e+03,3.19,530.4,High,"LEDs, Transistors"
HYB-CdS-Cu2O-1668,Hybrid Cadmium Sulfide-Copper(I) Oxide,CdS-Cu2O,Cubic,2.315,True,7.75,11.1,6.71e+17,153.71,0.97,9.52e+04,4.4,434.7,Medium,Photodetectors
RAND-1669,FlexTidyne,Se1Zn,Monoclinic,5.26,True,0.76,4380.77,7.66e+16,239.91,1.629,1.11e+04,2.13,230.9,Low,General semiconductor applications
RAND-1670,MicroCdflux,Al,Triclinic,4.17,True,1234.53,1287.92,1.50e+20,212.29,3.927,1.33e+03,3.21,600.3,High,"High Power Electronics, Transistors, Transparent Conductors"
HYB-ZnO-InP-1671,Hybrid Zinc Oxide-Indium Phosphide,ZnO-InP,Rocksalt,1.916,True,3366.92,3251.06,2.69e+21,49.36,0.527,7.51e+03,1.79,763.1,High,"LEDs, Transistors"
RAND-1672,NeoBlite,C3In,Monoclinic,2.341,True,2167.92,4680.28,2.80e+21,389.02,5.583,8.76e+05,2.53,884.8,Very High,"LEDs, Transistors, Photodetectors"
MOD-MoS2-1673,Molybdenum Disulfide,MoS2,Hexagonal,1.688,True,277.35,499.83,4.01e+19,197.29,0.232,2.80e+03,3.4,487.0,Medium,LEDs
RAND-1674,SynthZnnium,Ge1Se2,Orthorhombic,4.94,True,13.3,1849.89,2.43e+16,11.97,1.469,5.83e+04,3.95,943.3,Very High,High Power Electronics
RAND-1675,NanoZnmide,Ti2,Hexagonal,5.167,False,2.63,4398.78,1.80e+18,220.29,5.63,3.34e+03,3.39,557.3,High,General semiconductor applications
HYB-GaAs-SiC-1676,Hybrid Gallium Arsenide-Silicon Carbide,GaAs-SiC,Zincblende,2.289,False,2887.18,3460.04,4.98e+16,200.75,0.653,1.96e+05,2.3,1083.8,Very High,"Transistors, Photodetectors"
HYB-SiC-MAPbI3-1677,Hybrid Silicon Carbide-Methylammonium Lead Iodide,SiC-CH3NH3PbI3,Tetragonal,2.32,True,252.63,333.77,6.20e+15,180.85,0.817,3.14e+03,2.77,841.8,Very High,LEDs
HYB-CdS-SnO2-1678,Hybrid Cadmium Sulfide-Tin Dioxide,CdS-SnO2,Wurtzite,2.813,False,8.33,10.0,1.10e+17,89.01,1.164,4.60e+04,1.93,657.2,High,High Power Electronics
MOD-InP-1679,Custom Indium Phosphide (gradient-doped),InP,Zincblende,0.875,True,7819.05,12003.9,1.95e+19,141.1,0.088,4.06e+03,1.85,247.6,Low,General semiconductor applications
RAND-1680,UltraSimide,SnIn,Cubic,2.548,False,0.13,2383.22,7.77e+16,145.65,9.188,2.74e+03,1.86,895.9,Very High,High Power Electronics
MOD-ZnO-1681,Enhanced Zinc Oxide (2D),ZnO,Zincblende,1.892,False,192.97,281.41,6.30e+15,452.35,0.554,6.79e+04,1.81,653.7,High,Photodetectors
MOD-MoS2-1682,Molybdenum Disulfide,MoS2,Hexagonal,1.034,True,282.61,337.23,4.35e+16,75.97,0.094,1.16e+04,1.76,486.8,Medium,General semiconductor applications
MOD-TiO2-1683,Titanium Dioxide,TiO2,Anatase,2.961,False,0.11,0.18,2.39e+15,298.8,2.15,9.20e+05,4.06,417.8,Medium,Photodetectors
HYB-MoS2-SiC-1684,Hybrid Molybdenum Disulfide-Silicon Carbide,MoS2-SiC,Hexagonal,2.539,False,351.86,352.73,7.85e+17,476.62,0.9,1.31e+05,4.31,945.5,Very High,Photodetectors
MOD-Cu2O-1685,"Custom Copper(I) Oxide (2D, lightly doped)",Cu2O,Cubic,1.984,False,1.32,1.28,5.45e+15,215.84,0.454,4.59e+05,2.94,706.7,High,Photodetectors
RAND-1686,SynthGedyne,BSi,Cubic,4.02,False,623.9,4079.91,3.41e+19,221.47,2.409,4.96e+04,2.19,699.2,High,"High Power Electronics, Transistors, Transparent Conductors"
RAND-1687,QuantumZnnium,Se,Amorphous,3.23,False,37.95,3776.62,7.84e+20,473.83,5.163,1.99e+05,2.62,184.8,Low,General semiconductor applications
MOD-SnO2-1688,Tin Dioxide,SnO2,Rutile,5.075,False,7.98,8.63,5.89e+15,115.66,4.195,2.32e+04,2.04,593.3,High,General semiconductor applications
MOD-AlGaAs-1689,Aluminium Gallium Arsenide,AlGaAs,Zincblende,0.914,True,3895.12,4086.8,5.47e+20,297.04,0.056,1.40e+05,2.02,455.4,Medium,"Transistors, Photodetectors, Thermoelectrics"
HYB-SiC-CdTe-1690,Hybrid Silicon Carbide-Cadmium Telluride,SiC-CdTe,"Hexagonal (4H, 6H)",2.772,True,541.62,670.72,6.06e+18,211.79,1.314,1.50e+04,3.73,813.0,Very High,"LEDs, High Power Electronics, Transistors"
MOD-MoS2-1691,Molybdenum Disulfide,MoS2,Hexagonal,2.179,True,332.15,174.31,2.49e+17,239.99,0.971,8.42e+05,3.54,1029.4,Very High,"LEDs, Photodetectors"
MOD-AlGaAs-1692,Aluminium Gallium Arsenide,AlGaAs,Zincblende,1.819,False,737.2,950.37,7.27e+18,83.54,0.66,8.07e+04,3.64,486.0,Medium,"Transistors, Photodetectors"
RAND-1693,QuantumInflux,B2S2,Amorphous,3.663,True,116.98,4522.17,1.22e+18,425.28,9.368,1.13e+03,1.79,199.5,Low,Transparent Conductors
MOD-TiO2-1694,Custom Titanium Dioxide (epitaxial),TiO2,Brookite,2.292,True,0.02,0.02,2.87e+21,385.91,1.054,1.26e+03,3.97,793.6,High,General semiconductor applications
HYB-Graphene-AlGaAs-1695,Hybrid Graphene-Aluminium Gallium Arsenide,C-AlGaAs,Zincblende,0.59,False,7706.35,9015.62,5.91e+16,194.4,0.028,4.54e+05,3.04,1173.2,Very High,"Transistors, Photodetectors"
RAND-1696,NanoPdyne,B2,Monoclinic,0.387,True,0.36,376.74,1.95e+21,214.32,2.354,2.33e+04,3.13,469.1,Medium,General semiconductor applications
RAND-1697,FlexPmide,PAs3Te,Tetragonal,2.89,False,36.45,3971.42,4.18e+17,114.73,2.445,3.84e+03,2.87,730.4,High,High Power Electronics
MOD-GaN-1698,"Advanced Gallium Nitride (2D, heavily doped)",GaN,Wurtzite,2.52,True,1791.74,3341.09,7.47e+19,97.34,0.759,3.73e+05,4.23,580.8,High,"LEDs, Transistors, Photodetectors"
MOD-TiO2-1699,Titanium Dioxide,TiO2,Anatase,4.412,True,0.07,0.09,3.96e+21,327.58,5.679,9.14e+05,4.12,1149.0,Very High,High Power Electronics
RAND-1700,FlexGadyne,InCSn,Tetragonal,2.355,True,78.81,2315.62,2.69e+18,377.53,8.299,5.46e+05,4.15,144.2,Low,Photodetectors
RAND-1701,SynthSilite,Te3B,Cubic,0.371,False,0.19,4422.07,8.38e+21,7.41,1.94,8.49e+04,2.38,425.2,Medium,General semiconductor applications
RAND-1702,PicoGetron,Pb,Triclinic,1.995,True,36.35,4599.78,1.25e+15,12.09,0.198,1.78e+04,2.96,929.3,Very High,General semiconductor applications
HYB-SiC-Cu2O-1703,Hybrid Silicon Carbide-Copper(I) Oxide,SiC-Cu2O,Cubic,2.294,False,117.44,141.28,4.26e+15,238.01,0.88,4.59e+04,4.22,1118.8,Very High,General semiconductor applications
MOD-ZnO-1704,Modified Zinc Oxide (mesoporous),ZnO,Wurtzite,3.968,False,63.76,122.61,4.79e+15,353.05,2.606,1.89e+04,1.87,384.2,Medium,General semiconductor applications
RAND-1705,FlexSflux,AlCd,Amorphous,4.468,True,410.85,416.51,3.28e+21,181.43,9.102,3.61e+03,4.25,696.4,High,"High Power Electronics, Transparent Conductors"
RAND-1706,SynthStron,Pb,Orthorhombic,1.539,True,0.01,871.67,6.68e+17,322.93,8.528,1.33e+04,3.17,634.1,High,General semiconductor applications
RAND-1707,FlexSnnium,Ga,Triclinic,0.231,False,387.82,991.45,4.69e+17,28.77,1.235,1.57e+05,1.9,1127.9,Very High,General semiconductor applications
MOD-Cu2O-1708,"Enhanced Copper(I) Oxide (strained, gradient-doped)",Cu2O,Cubic,2.753,False,0.86,0.51,3.17e+20,348.01,1.224,1.09e+03,1.94,153.2,Low,General semiconductor applications
RAND-1709,QuantumScite,Se1Sn2C,Amorphous,5.187,False,3475.55,3126.23,1.88e+20,168.97,9.925,3.35e+05,2.42,499.6,Medium,Transistors
RAND-1710,MacroBflux,PbSnGa3,Amorphous,3.297,True,0.02,3752.19,1.89e+16,466.5,2.218,5.76e+05,4.41,551.2,High,High Power Electronics
MOD-GaAs-1711,Enhanced Gallium Arsenide (lightly doped),GaAs,Zincblende,1.246,True,6841.47,8784.16,7.12e+18,267.85,0.18,1.84e+04,2.25,782.7,High,Transistors
RAND-1712,FlexStron,S3Zn3Te2,Hexagonal,1.726,False,1059.53,764.01,2.41e+21,282.92,2.285,2.96e+04,3.28,938.7,Very High,Transistors
HYB-CdTe-CdS-1713,Hybrid Cadmium Telluride-Cadmium Sulfide,CdTe-CdS,Zincblende,2.015,False,291.89,270.33,7.13e+16,192.43,0.552,8.77e+04,3.52,460.8,Medium,Photodetectors
RAND-1714,NovaTephene,Cd3Sn2C,Amorphous,2.447,True,0.13,4348.09,1.51e+16,203.77,2.065,5.93e+03,1.57,1012.1,Very High,General semiconductor applications
MOD-MoS2-1715,Molybdenum Disulfide,MoS2,Hexagonal,2.598,True,205.85,314.05,1.11e+15,417.47,1.416,3.61e+05,3.24,482.5,Medium,"LEDs, Photodetectors"
MOD-CdTe-1716,Cadmium Telluride,CdTe,Zincblende,1.978,True,788.82,551.59,9.35e+21,229.5,0.772,2.14e+03,3.58,338.9,Medium,"LEDs, Transistors"
RAND-1717,NovaAlflux,Ga3TiAs,Hexagonal,1.612,False,474.05,3180.75,3.29e+18,387.78,5.541,2.04e+04,2.44,1020.5,Very High,General semiconductor applications
RAND-1718,MicroAszine,As3Se,Amorphous,1.764,False,12.78,3782.9,1.56e+16,304.11,3.456,1.03e+05,2.54,461.2,Medium,Photodetectors
HYB-Graphene-SiC-1719,Hybrid Graphene-Silicon Carbide,C-SiC,"Hexagonal (4H, 6H)",2.437,True,2897.09,2469.22,4.32e+19,209.85,0.873,8.13e+05,2.38,1188.4,Very High,"LEDs, Transistors, Photodetectors"
RAND-1720,NovaPflux,Ti1SnZn2,Cubic,0.131,False,176.78,2190.67,1.59e+21,252.17,8.775,3.12e+03,2.55,526.7,High,General semiconductor applications
RAND-1721,UltraSedex,Si1Al,Tetragonal,1.369,True,0.28,4309.35,1.12e+17,390.28,3.186,1.39e+04,3.34,110.9,Low,General semiconductor applications
MOD-CdS-1722,Cadmium Sulfide,CdS,Wurtzite,2.575,True,13.12,23.83,2.86e+17,471.05,0.581,1.75e+03,1.96,396.2,Medium,General semiconductor applications
HYB-TiO2-MAPbI3-1723,Hybrid Titanium Dioxide-Methylammonium Lead Iodide,TiO2-CH3NH3PbI3,Anatase,2.255,False,28.67,34.7,5.50e+16,87.42,0.724,2.83e+03,1.58,589.2,High,General semiconductor applications
RAND-1724,FlexPbdyne,B,Hexagonal,0.365,False,0.02,824.61,2.97e+15,308.2,1.417,4.44e+04,3.26,1009.2,Very High,General semiconductor applications
RAND-1725,MicroPnium,ZnAlTe,Orthorhombic,3.977,True,3440.59,3511.27,6.75e+17,91.6,6.906,1.92e+04,3.89,1165.6,Very High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-Ge-1726,Germanium,Ge,Cubic (Diamond),0.426,False,1721.47,1189.73,1.54e+20,434.66,0.009,1.06e+03,2.0,739.4,High,"Transistors, Thermoelectrics"
MOD-Graphene-1727,Modified Graphene (nanoporous),C,Hexagonal,0.0,False,16905.23,28768.65,9.43e+19,82.51,0.0,1.47e+05,4.07,1078.6,Very High,General semiconductor applications
MOD-Cu2O-1728,Enhanced Copper(I) Oxide (co-doped),Cu2O,Cubic,2.816,False,0.24,0.2,4.00e+18,257.18,1.446,2.48e+03,3.95,550.1,High,High Power Electronics
HYB-ZnO-InP-1729,Hybrid Zinc Oxide-Indium Phosphide,ZnO-InP,Rocksalt,2.714,False,1629.27,1867.81,2.94e+21,401.38,1.084,2.40e+03,3.42,606.0,High,"High Power Electronics, Transistors"
RAND-1730,NanoCdlite,P3In3,Amorphous,1.35,True,2144.2,2044.33,2.03e+15,433.82,6.23,8.13e+05,2.73,1065.2,Very High,"Solar Cells, Transistors, Photodetectors"
RAND-1731,SynthTicite,B2,Monoclinic,2.86,True,0.07,2662.13,1.61e+18,343.44,9.541,1.22e+03,3.77,881.4,Very High,High Power Electronics
RAND-1732,QuantumStron,Sn,Tetragonal,5.328,False,0.02,762.24,2.15e+21,110.65,1.348,4.49e+04,1.58,660.0,High,General semiconductor applications
MOD-CdS-1733,Cadmium Sulfide,CdS,Zincblende,2.222,True,7.9,8.3,1.39e+17,99.83,0.802,1.08e+05,1.65,105.8,Low,Photodetectors
MOD-InP-1734,Indium Phosphide,InP,Zincblende,1.044,True,1186.21,1649.74,2.85e+17,258.16,0.063,4.95e+04,2.9,160.2,Low,Transistors
HYB-MAPbI3-TiO2-1735,Hybrid Methylammonium Lead Iodide-Titanium Dioxide,CH3NH3PbI3-TiO2,Brookite,2.84,False,11.0,15.38,4.65e+15,224.73,1.2,8.11e+03,2.88,585.1,High,High Power Electronics
RAND-1736,NanoCdyne,BSn1Ga,Triclinic,2.177,False,402.12,1651.24,1.26e+17,218.25,1.863,1.59e+03,2.67,918.5,Very High,General semiconductor applications
RAND-1737,PicoAsnium,P2Pb,Amorphous,0.148,True,0.01,4287.19,1.29e+21,398.54,7.925,3.38e+03,3.67,726.4,High,General semiconductor applications
HYB-AlGaAs-GaN-1738,Hybrid Aluminium Gallium Arsenide-Gallium Nitride,AlGaAs-GaN,Zincblende,2.688,True,2000.71,1866.59,1.02e+15,249.83,1.404,3.08e+05,2.09,622.8,High,"LEDs, High Power Electronics, Transistors, Photodetectors"
MOD-Si-1739,Silicon,Si,Cubic (Diamond),1.337,False,377.09,513.99,3.46e+15,194.62,0.239,1.38e+05,3.91,967.4,Very High,"Solar Cells, Photodetectors"
RAND-1740,NanoAlphene,PPb,Amorphous,2.535,True,0.01,3517.49,2.29e+16,180.33,2.228,5.13e+04,3.44,666.6,High,"High Power Electronics, Photodetectors"
RAND-1741,NovaIndex,As1TiSn1,Amorphous,4.986,False,0.09,4703.32,9.78e+16,273.01,2.453,1.01e+04,3.27,285.7,Low,General semiconductor applications
RAND-1742,NanoAslite,SeCd,Triclinic,2.618,True,2.19,2827.88,1.18e+18,83.29,9.337,2.00e+03,1.52,1071.0,Very High,High Power Electronics
MOD-CdS-1743,Cadmium Sulfide,CdS,Zincblende,2.911,True,14.18,14.23,5.21e+18,221.98,2.104,5.96e+04,3.87,224.8,Low,Photodetectors
RAND-1744,NanoZncite,GaZn2,Cubic,4.096,False,0.01,3540.72,4.54e+17,190.0,9.756,4.07e+05,2.09,283.0,Low,General semiconductor applications
RAND-1745,NanoGatron,Se3Si1Sn2,Tetragonal,1.824,True,68.63,3119.14,2.09e+15,56.2,8.482,8.18e+05,3.53,962.3,Very High,Photodetectors
MOD-Graphene-1746,Graphene,C,Hexagonal,0.0,False,17093.04,30087.18,1.76e+17,278.48,0.0,2.13e+04,3.28,884.7,Very High,General semiconductor applications
MOD-CdTe-1747,Cadmium Telluride,CdTe,Zincblende,1.144,True,850.34,1014.67,3.22e+16,24.05,0.158,8.13e+04,3.86,361.1,Medium,"Transistors, Photodetectors"
RAND-1748,NovaAlphene,Ga1Ge,Cubic,3.316,True,0.03,1441.85,1.06e+20,197.9,9.124,4.52e+05,3.45,211.7,Low,General semiconductor applications
MOD-ZnO-1749,"Custom Zinc Oxide (2D, lightly doped)",ZnO,Wurtzite,3.519,False,215.6,332.57,1.13e+19,357.43,1.723,4.76e+05,1.95,334.7,Medium,Transparent Conductors
HYB-Si-MAPbI3-1750,Hybrid Silicon-Methylammonium Lead Iodide,Si-CH3NH3PbI3,Cubic,1.425,False,325.07,433.55,1.14e+21,7.28,0.253,1.81e+05,3.55,722.2,High,"Solar Cells, Photodetectors"
RAND-1751,QuantumPlite,Pb3,Cubic,0.741,True,222.26,3330.12,4.03e+21,342.51,5.719,6.62e+04,4.47,771.1,High,Photodetectors
RAND-1752,QuantumCdex,Zn,Orthorhombic,1.043,False,32.19,87.95,9.89e+17,211.7,7.574,3.76e+05,3.48,875.1,Very High,"Solar Cells, Photodetectors"
RAND-1753,NanoCphene,P,Orthorhombic,2.894,True,276.86,935.75,9.15e+21,186.99,7.986,1.79e+03,3.65,958.9,Very High,"LEDs, High Power Electronics"
HYB-Cu2O-SiC-1754,Hybrid Copper(I) Oxide-Silicon Carbide,Cu2O-SiC,Cubic,2.715,False,284.33,231.99,1.38e+20,65.96,1.013,1.43e+03,4.18,1192.2,Very High,High Power Electronics
HYB-ZnO-MAPbI3-1755,Hybrid Zinc Oxide-Methylammonium Lead Iodide,ZnO-CH3NH3PbI3,Wurtzite,2.382,True,118.57,108.7,1.19e+19,202.11,1.031,6.10e+05,2.88,577.2,High,"LEDs, Photodetectors"
MOD-MAPbI3-1756,Methylammonium Lead Iodide,CH3NH3PbI3,Cubic,1.216,True,75.76,76.71,5.13e+21,443.76,0.243,5.15e+03,2.25,388.1,Medium,General semiconductor applications
MOD-SiC-1757,"High-performance Silicon Carbide (epitaxial, co-doped)",SiC,Cubic (3C),2.255,True,759.83,436.48,8.86e+21,299.56,0.957,3.33e+05,3.06,1070.8,Very High,"LEDs, Transistors, Photodetectors"
RAND-1758,FlexTephene,SB,Tetragonal,1.689,True,4090.06,3269.63,5.73e+18,205.12,7.489,1.11e+05,2.22,964.5,Very High,"Solar Cells, LEDs, Transistors, Photodetectors"
HYB-GaAs-SnO2-1759,Hybrid Gallium Arsenide-Tin Dioxide,GaAs-SnO2,Rutile,2.827,True,1783.63,1725.14,8.25e+21,139.22,1.293,4.96e+04,2.48,510.4,High,"LEDs, High Power Electronics, Transistors"
RAND-1760,UltraTenium,GeCdTe2,Monoclinic,5.421,True,1.63,4676.16,1.92e+19,360.87,4.345,1.26e+04,4.47,1174.7,Very High,General semiconductor applications
RAND-1761,QuantumCddex,BSi3Ge2,Cubic,4.488,True,966.57,569.09,2.91e+18,263.1,5.589,6.20e+04,4.26,658.3,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-CdTe-1762,Cadmium Telluride,CdTe,Zincblende,1.762,True,702.72,1087.19,2.19e+19,83.99,0.551,6.40e+04,2.24,747.8,High,"LEDs, Transistors, Photodetectors"
RAND-1763,NanoClite,B1As,Tetragonal,2.32,False,3198.81,627.15,5.83e+20,109.97,5.856,9.39e+03,3.01,852.1,Very High,Transistors
MOD-AlGaAs-1764,Aluminium Gallium Arsenide,AlGaAs,Zincblende,2.433,False,4811.57,8660.47,3.25e+18,239.58,1.306,2.57e+03,3.48,390.8,Medium,Transistors
RAND-1765,PicoAsdyne,Al,Orthorhombic,3.45,False,4954.86,1228.29,2.17e+21,71.39,7.893,1.32e+04,3.07,659.4,High,"High Power Electronics, Transistors, Transparent Conductors"
HYB-GaN-Ge-1766,Hybrid Gallium Nitride-Germanium,GaN-Ge,Amorphous,1.649,True,1713.13,1822.75,2.47e+20,66.76,0.284,1.09e+03,3.23,619.3,High,"LEDs, Transistors"
RAND-1767,MacroScite,Sn2As3Se3,Triclinic,3.08,False,0.03,2471.97,1.18e+15,436.64,5.271,1.72e+04,3.01,356.8,Medium,General semiconductor applications
HYB-Si-TiO2-1768,Hybrid Silicon-Titanium Dioxide,Si-TiO2,Cubic (Diamond),2.002,False,575.83,550.72,1.05e+17,226.27,0.603,9.98e+03,2.77,550.7,High,Transistors
RAND-1769,FlexBphene,GeAlTe3,Cubic,4.194,True,0.21,1059.42,3.46e+17,366.75,5.358,1.19e+03,2.04,804.5,Very High,High Power Electronics
RAND-1770,SynthTiphene,Te1C,Hexagonal,2.828,False,0.12,1932.26,1.46e+15,178.04,0.526,5.40e+04,2.58,389.7,Medium,Photodetectors
RAND-1771,FlexSiflux,B2As3,Triclinic,1.491,False,7965.53,1638.92,3.33e+19,82.9,8.356,4.03e+05,2.38,849.2,Very High,"Transistors, Photodetectors"
MOD-GaN-1772,Gallium Nitride,GaN,Zincblende,3.307,True,860.37,1553.98,3.98e+17,457.23,1.746,2.63e+05,3.23,486.1,Medium,"LEDs, Transistors, Transparent Conductors"
MOD-GaAs-1773,Gallium Arsenide,GaAs,Zincblende,0.857,True,4282.04,3573.36,1.79e+19,101.07,0.076,7.95e+04,3.42,305.0,Medium,"Transistors, Photodetectors, Thermoelectrics"
MOD-AlGaAs-1774,Modified Aluminium Gallium Arsenide (selectively doped),AlGaAs,Zincblende,1.548,False,1932.62,1781.45,1.26e+16,329.47,0.432,3.70e+03,3.1,682.8,High,Transistors
RAND-1775,NovaBlite,Te2Si2,Cubic,4.618,False,56.21,1039.0,1.02e+19,470.75,1.35,1.03e+05,3.61,946.4,Very High,High Power Electronics
RAND-1776,NanoInmide,PSi1Al,Triclinic,4.404,True,0.13,4966.79,3.49e+21,74.37,0.896,9.31e+03,3.47,1078.2,Very High,General semiconductor applications
RAND-1777,PicoSemide,In3Ge3,Tetragonal,5.435,False,0.27,482.02,5.62e+16,410.18,0.526,4.01e+05,2.43,584.1,High,General semiconductor applications
RAND-1778,UltraPlite,Zn1,Cubic,3.701,False,501.07,117.48,2.22e+16,496.99,3.335,4.38e+03,2.87,344.8,Medium,"Transistors, Transparent Conductors"
RAND-1779,PicoTedyne,Cd,Tetragonal,0.27,True,1.89,523.09,1.72e+18,134.3,1.695,1.12e+05,2.91,783.6,High,General semiconductor applications
RAND-1780,NanoGetron,SSi,Tetragonal,1.721,True,11.46,4209.8,9.25e+18,68.51,7.734,1.31e+05,1.76,344.1,Medium,Photodetectors
RAND-1781,NanoZnnium,Zn2,Hexagonal,1.397,False,3.33,4774.51,9.47e+21,409.42,9.886,7.70e+05,1.58,477.3,Medium,Photodetectors
MOD-GaN-1782,Gallium Nitride,GaN,Wurtzite,5.056,True,1447.26,1065.12,3.02e+20,272.6,8.372,1.42e+04,1.57,1191.2,Very High,Transistors
MOD-GaN-1783,"Advanced Gallium Nitride (2D, selectively doped)",GaN,Wurtzite,2.53,True,1929.32,3079.83,5.04e+18,374.42,0.714,2.67e+04,4.48,1177.1,Very High,"LEDs, Transistors"
MOD-GaAs-1784,Engineered Gallium Arsenide (2D),GaAs,Zincblende,1.466,True,1071.64,1136.78,1.64e+17,248.32,0.131,4.03e+05,3.49,560.2,High,"Solar Cells, Transistors, Photodetectors"
HYB-Graphene-SiC-1785,Hybrid Graphene-Silicon Carbide,C-SiC,"Hexagonal (4H, 6H)",1.187,False,6542.02,7555.71,3.78e+20,395.33,0.135,6.39e+04,1.67,1011.8,Very High,"Transistors, Photodetectors"
MOD-CdTe-1786,Cadmium Telluride,CdTe,Zincblende,1.417,True,553.73,590.99,2.92e+17,469.22,0.201,5.22e+04,2.62,776.7,High,"Transistors, Photodetectors"
MOD-SnO2-1787,Tin Dioxide,SnO2,Cassiterite,3.196,False,6.54,7.07,9.16e+19,95.73,1.633,4.06e+03,4.22,812.1,Very High,High Power Electronics
MOD-CdS-1788,High-performance Cadmium Sulfide (strained),CdS,Wurtzite,3.276,True,7.04,4.07,1.43e+19,22.28,1.813,2.15e+03,2.88,262.8,Low,General semiconductor applications
RAND-1789,MicroPnium,Pb3,Cubic,2.146,False,0.7,1693.72,8.10e+20,25.77,1.37,1.16e+04,3.26,246.7,Low,General semiconductor applications
MOD-TiO2-1790,Custom Titanium Dioxide (co-doped),TiO2,Rutile,3.685,False,0.13,0.18,5.03e+20,129.25,2.246,1.30e+03,4.17,349.5,Medium,General semiconductor applications
RAND-1791,UltraSndyne,Al,Tetragonal,2.974,False,9197.16,4073.48,3.50e+17,66.76,7.487,1.15e+05,1.9,616.7,High,"High Power Electronics, Transistors, Photodetectors"
MOD-Ge-1792,Germanium,Ge,Cubic (Diamond),0.551,False,621.43,1237.3,1.65e+21,292.84,0.016,1.56e+04,2.76,356.5,Medium,"Transistors, Thermoelectrics"
MOD-Ge-1793,"Custom Germanium (2D, co-doped)",Ge,Amorphous,0.817,False,2546.06,3629.62,7.42e+21,54.52,0.086,1.26e+05,3.87,572.7,High,"Transistors, Photodetectors, Thermoelectrics"
MOD-SiC-1794,Silicon Carbide,SiC,Cubic (3C),3.751,True,411.87,266.11,2.78e+19,107.67,3.543,1.86e+05,2.82,844.8,Very High,"High Power Electronics, Transparent Conductors"
RAND-1795,FlexCdzine,ZnAs,Tetragonal,3.771,False,0.39,4267.83,1.47e+20,233.54,9.915,5.10e+04,4.08,147.4,Low,General semiconductor applications
MOD-MAPbI3-1796,Methylammonium Lead Iodide,CH3NH3PbI3,Cubic,2.252,True,28.38,27.06,1.04e+21,150.37,0.719,2.76e+03,3.22,187.1,Low,General semiconductor applications
MOD-SiC-1797,High-performance Silicon Carbide (strained),SiC,"Hexagonal (4H, 6H)",3.317,False,179.82,113.6,8.85e+15,258.95,1.043,4.13e+03,2.76,610.8,High,"High Power Electronics, Transparent Conductors"
MOD-MoS2-1798,Molybdenum Disulfide,MoS2,Hexagonal,1.773,True,75.95,90.96,9.34e+21,157.92,0.485,8.61e+03,1.52,483.4,Medium,General semiconductor applications
HYB-Graphene-SiC-1799,Hybrid Graphene-Silicon Carbide,C-SiC,"Hexagonal (4H, 6H)",1.331,True,6122.39,5553.3,2.21e+15,455.22,0.23,1.07e+03,4.39,1173.0,Very High,Transistors
HYB-MoS2-CdTe-1800,Hybrid Molybdenum Disulfide-Cadmium Telluride,MoS2-CdTe,Zincblende,1.568,True,547.39,669.13,3.74e+21,38.08,0.304,9.57e+04,3.3,552.0,High,"LEDs, Transistors, Photodetectors"
MOD-TiO2-1801,Titanium Dioxide,TiO2,Brookite,3.96,True,0.03,0.06,6.59e+17,359.14,2.644,4.69e+04,3.14,1084.6,Very High,High Power Electronics
RAND-1802,MacroInlite,In,Tetragonal,4.901,False,3595.29,2713.68,2.66e+18,3.77,7.212,1.06e+03,2.78,271.4,Low,"Transistors, Transparent Conductors"
